arxiv_id,title,abstract,authors,published,updated,primary_category,all_categories,comments,journal_ref,doi,abstract_url,pdf_url,collection_query,collection_year
2501.03766,Efficient Protein Ground State Energy Computation via Fragmentation and Reassembly,"Protein characterization is one of the key components for understanding the human body and advancing drug discovery processes. While the future of quantum hardware holds the potential to accurately characterize these molecules, current efforts focus on developing strategies to fragment larger molecules into computationally manageable subsystems. In this work, we propose a novel strategy to enable quantum simulation using existing quantum algorithms. Our approach involves fragmenting proteins into their corresponding amino acids, simulating them independently, and then reassembling them post-simulation while applying chemical corrections. This methodology demonstrates its accuracy by calculating the ground state energy of relatively small peptides through reassembling, achieving a mean relative error of only $0.00469 \pm 0.01071\%$. Future directions include investigating, with larger quantum computers, whether this approach remains valid for larger proteins.","[""Laia Coronas Sala"", ""Parfait Atchade-Adelemou""]",2025-01-07T13:10:49+00:00,2025-05-01T22:00:02+00:00,quant-ph,"[""quant-ph""]","7 pages, 4 figures, 2 tables",,,http://arxiv.org/abs/2501.03766v3,https://arxiv.org/pdf/2501.03766v3,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.03777,Critical properties in the non-Hermitian Aubry-Andre-Stark model,"We explore the critical properties of the localization transition in the non-Hermitian Aubry-Andre-Stark (AAS) model with quasiperiodic and Stark potentials, where the non-Hermiticity comes from the nonreciprocal hopping. The localization length, the inverse participation ratio and the energy gap are adopted as the characteristic quantities. We perform the scaling analysis to derive the scaling functions of the three quantities with critical exponents in several critical regions, with respect to the quasiperiodic and Stark potentials and the nonreciprocal strength. We numerically verify the finite-size scaling forms and extract the critical exponents in different situations. Two groups of new critical exponents for the non-Hermitian AAS model and its pure Stark limit are obtained, which are distinct to those for the non-Hermitian Aubry-Andre model and their Hermitian counterparts. Our results indicate that the Hermitian and non-Hermitian AAS, Aubry-Andre, and Stark models belong to different universality classes. We demonstrate that these critical exponents are independent of the nonreciprocal strength, and remain the same in different critical regions and boundary conditions. Furthermore, we establish a hybrid scaling function with a hybrid exponent in the overlap region between the critical regions for the non-Hermitian AAS and Stark models.","[""Ji-Long Dong"", ""En-Wen Liang"", ""Shi-Yang Liu"", ""Guo-Qing Zhang"", ""Ling-Zhi Tang"", ""Dan-Wei Zhang""]",2025-01-07T13:35:31+00:00,2025-05-14T03:34:26+00:00,quant-ph,"[""quant-ph"", ""cond-mat.dis-nn"", ""cond-mat.mes-hall"", ""cond-mat.stat-mech""]","10 pages, 8 figures; version accepted by PRB","Phys. Rev. B 111, 174209 (2025)",10.1103/PhysRevB.111.174209,http://arxiv.org/abs/2501.03777v2,https://arxiv.org/pdf/2501.03777v2,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.03781,Quantum Linear Multistep Method for Using a Quantum Oracle with Differential Equations,"Differential equations are a crucial mathematical tool used in a wide range of applications. If the solution to an initial value problem (IVP) can be transformed into an oracle, it can be utilized in various fields such as search and optimization, achieving quadratic speedup with respect to the number of candidates compared to its classical counterpart. In the past, attempts have been made to implement such an oracle using the Euler method. In this study, we propose a quantum linear multistep method (QLMM) that applies the linear multistep method, commonly used to numerically solve IVPs on classical computers, to generate a numerical solution of the IVP for use in a quantum oracle. We also propose a method to find the optimal form of QLMM for a given IVP. Finally, through computer simulations, we derive the QLMM formulation for an example IVP and show that the solution from the optimized QLMM can be used in an optimization problem.","[""Kyoung Keun Park"", ""Kwangyeul Choi"", ""Minwoo Kim"", ""Giwon Song"", ""Taehyun Kim""]",2025-01-07T13:41:39+00:00,2025-01-10T02:56:43+00:00,quant-ph,"[""quant-ph""]","16 pages, 10 figures, and 2 tables, Typos have been corrected in this version",,,http://arxiv.org/abs/2501.03781v2,https://arxiv.org/pdf/2501.03781v2,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.03785,Ultra-cold atoms as quantum simulators for relativistic phenomena,"The goal of this article is to review developments regarding the use of ultra-cold atoms as quantum simulators. Special emphasis is placed on relativistic quantum phenomena, which are presumably most interesting for the audience of this journal. After a brief introduction into the main idea of quantum simulators and the basic physics of ultra-cold atoms, relativistic quantum phenomena of linear fields are discussed, including Hawking radiation, the Unruh effect, cosmological particle creation, the Gibbons-Hawking and Ginzburg effects, super-radiance, Sauter-Schwinger and Breit-Wheeler pair creation, as well as the dynamical Casimir effect. After that, the focus is shifted to phenomena of non-linear fields, such as the sine-Gordon model, the Kibble-Zurek mechanism, false-vacuum decay, and quantum back-reaction. In order to place everything into proper context, the basic underlying mechanisms of these phenomena are briefly recapitulated before their simulators are discussed. Even though effort is made to provide a review as fair as possible, there can be co claim of completeness and the selection as well as the relative weights of the topics may well reflect the personal view and taste of the author.","[""Ralf Schützhold""]",2025-01-07T13:47:08+00:00,2025-03-12T11:42:13+00:00,quant-ph,"[""quant-ph"", ""gr-qc""]","minor corrections, references added",,,http://arxiv.org/abs/2501.03785v2,https://arxiv.org/pdf/2501.03785v2,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2501.03799,Some properties and applications of the new quantum $f$-divergences,"Recently, a new definition for quantum $f$-divergences was introduced based on an integral representation. These divergences have shown remarkable properties, for example when investigating contraction coefficients under noisy channels. At the same time, many properties well known for other definitions have remained elusive for the new quantum $f$-divergence because of its unusual representation. In this work, we investigate alternative ways of expressing these quantum $f$-divergences. We leverage these expressions to prove new properties of these $f$-divergences and demonstrate some applications. In particular, we give a new proof of the achievability of the quantum Chernoff bound by establishing a strengthening of an inequality by Audenaert et al. We also establish inequalities between some previously known Renyi divergences and the new Renyi divergence. We further investigate some monotonicity and convexity properties of the new $f$-divergences, and prove inequalities between these divergences for various functions.","[""Salman Beigi"", ""Christoph Hirche"", ""Marco Tomamichel""]",2025-01-07T14:06:56+00:00,2025-01-07T14:06:56+00:00,quant-ph,"[""quant-ph"", ""cs.IT""]",32 pages,,,http://arxiv.org/abs/2501.03799v1,https://arxiv.org/pdf/2501.03799v1,cat:quant-ph AND submittedDate:[202501010000 TO 202512312359],2025
2601.00157,Towards a temperature-insensitive composite diamond clock,"Frequency references based on solid state spins promise simplicity, compactness, robustness, multifunctionality, ease of integration, and high densities of emitters. Nitrogen-vacancy (NV) centers in diamond are a natural candidate, but the electronic zero-field splitting exhibits a large fractional temperature dependence, which has precluded its use as a stable clock transition. Here we show that this limitation can be overcome by forming a composite frequency reference that combines measurements of the electronic splitting D with the nuclear quadrupole splitting of the $^{14}$N nuclear spin intrinsic to the NV center. We further benchmark this composite approach against alternative strategies for mitigating temperature sensitivity. By implementing a specially designed pulse sequence with an eight-phase control scheme that suppresses pulse imperfections, we interleave measurements of D and Q in a high-density NV ensemble and demonstrate a temperature-compensated composite frequency reference. The stability of this composite diamond clock is characterized over a 10-day period at room temperature through a comparison to a Rb vapor-cell clock, yielding a fractional instability below $5 \times 10^{-9}$ for an averaging time of $τ= 200$ s and below $1 \times 10^{-8}$ at $τ= 2 \times 10^5$ s, corresponding to measured improvements by a factor of 4 and 200, respectively, over a clock based purely on the single frequency D for the same periods. By characterizing the residual sensitivity to magnetic fields, optical power, and radio-frequency drive amplitudes, we find that temperature is no longer the dominant source of instability. These results establish complementary electron- and nuclear-spin transitions in diamond as a viable route to thermally robust frequency metrology, providing a pathway toward compact, multifunctional solid-state clocks and quantum sensors.","[""Sean Lourette"", ""Andrey Jarmola"", ""Jabir Chathanathil"", ""Victor M. Acosta"", ""A. Glen Birdwell"", ""Peter Blümler"", ""Dmitry Budker"", ""Sebastián C. Carrasco"", ""Tony G. Ivanov"", ""Shimon Kolkowitz"", ""Vladimir S. Malinovsky""]",2026-01-01T01:17:43+00:00,2026-01-01T01:17:43+00:00,quant-ph,"[""quant-ph"", ""physics.app-ph"", ""physics.atom-ph"", ""physics.ins-det""]","14 pages, 6 figures",,,http://arxiv.org/abs/2601.00157v1,https://arxiv.org/pdf/2601.00157v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00198,Reversing Heat Flow by Coherence in a Multipartite Quantum System,"The second law of thermodynamics dictates that heat flows spontaneously from a high-temperature entity to a lower-temperature one. Yet, recent advances have demonstrated that quantum correlations between a system and its thermal environment can induce a reversal of heat flow, challenging classical thermodynamic expectations. Here, we experimentally demonstrate that internal quantum coherence in a multipartite spin system can also reverse heat flow, without relying on initial correlations with the environment. Under the collision model with cascade interaction, we verify that both the strength and the phase of the coherence term determine the direction and magnitude of energy transfer. These results enable precise control of heat flow using only local quantum properties.","[""Keyi Huang"", ""Qi Zhang"", ""Xiangjing Liu"", ""Ruiqing Li"", ""Xinyue Long"", ""Hongfeng Liu"", ""Xiangyu Wang"", ""Yu-ang Fan"", ""Yuxuan Zheng"", ""Yufang Feng"", ""Yu Zhou"", ""Jack Ng"", ""Xinfang Nie"", ""Zhong-Xiao Man"", ""Dawei Lu""]",2026-01-01T04:19:26+00:00,2026-01-01T04:19:26+00:00,quant-ph,"[""quant-ph""]","6+18 pages, Comments are welcome!",,,http://arxiv.org/abs/2601.00198v1,https://arxiv.org/pdf/2601.00198v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00214,DC-MBQC: A Distributed Compilation Framework for Measurement-Based Quantum Computing,"Distributed quantum computing (DQC) is a promising technique for scaling up quantum systems. While significant progress has been made in DQC for quantum circuit models, there exists much less research on DQC for measurement-based quantum computing (MBQC), which is a universal quantum computing model that is essentially different from the circuit model and particularly well-suited to photonic quantum platforms. In this paper, we propose DC-MBQC, the first distributed quantum compilation framework tailored for MBQC. We identify and address two key challenges in enabling DQC for MBQC. First, for task allocation among quantum processing units (QPUs), we develop an adaptive graph partitioning algorithm that preserves the structure of the graph state while balancing the workload across QPUs. Second, for inter-QPU communication, we introduce the layer scheduling problem and propose an algorithm to solve it. Regrading realistic hardware requirements, we optimize the execution time of running quantum programs and the corresponding required photon lifetime to avoid fatal failures caused by photon loss. Our experiments demonstrate a $7.46\times$ improvement on required photon lifetime and $6.82\times$ speedup with 8 fully-connected QPUs, which further confirm the advantage of distributed quantum computing in photonic systems. The source code is publicly available at https://github.com/qfcwj/DC-MBQC.","[""Yecheng Xue"", ""Rui Yang"", ""Zhiding Liang"", ""Tongyang Li""]",2026-01-01T05:16:53+00:00,2026-01-01T05:16:53+00:00,quant-ph,"[""quant-ph""]","14 pages, 10 figures. To appear in the IEEE International Symposium on High-Performance Computer Architecture (HPCA) 2026",,,http://arxiv.org/abs/2601.00214v1,https://arxiv.org/pdf/2601.00214v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00220,Anderson localisation in spatially structured random graphs,"We study Anderson localisation on high-dimensional graphs with spatial structure induced by long-ranged but distance-dependent hopping. To this end, we introduce a class of models that interpolate between the short-range Anderson model on a random regular graph and fully connected models with statistically uniform hopping, by embedding a random regular graph into a complete graph and allowing hopping amplitudes to decay exponentially with graph distance. The competition between the exponentially growing number of neighbours with graph distance and the exponentially decaying hopping amplitude positions our models effectively as power-law hopping generalisation of the Anderson model on random regular graphs. Using a combination of numerical exact diagonalisation and analytical renormalised perturbation theory, we establish the resulting localisation phase diagram emerging from the interplay of the lengthscale associated to the hopping range and the onsite disorder strength. We find that increasing the hopping range shifts the localisation transition to stronger disorder, and that beyond a critical range the localised phase ceases to exist even at arbitrarily strong disorder. Our results indicate a direct Anderson transition between delocalised and localised phases, with no evidence for an intervening multifractal phase, for both deterministic and random hopping models. A scaling analysis based on inverse participation ratios reveals behaviour consistent with a Kosterlitz-Thouless-like transition with two-parameter scaling, in line with Anderson transitions on high-dimensional graphs. We also observe distinct critical behaviour in average and typical correlation functions, reflecting the different scaling properties of generalised inverse participation ratios.","[""Bibek Saha"", ""Sthitadhi Roy""]",2026-01-01T05:55:42+00:00,2026-04-21T05:04:27+00:00,cond-mat.dis-nn,"[""cond-mat.dis-nn"", ""cond-mat.stat-mech"", ""quant-ph""]","20 pages, 13 figures, version published in Phys. Rev. B","Phys. Rev. B 113, 144204 (2026)",10.1103/g6rc-mxq2,http://arxiv.org/abs/2601.00220v2,https://arxiv.org/pdf/2601.00220v2,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00242,Neural Minimum Weight Perfect Matching for Quantum Error Codes,"Realizing the full potential of quantum computation requires Quantum Error Correction (QEC). QEC reduces error rates by encoding logical information across redundant physical qubits, enabling errors to be detected and corrected. A common decoder used for this task is Minimum Weight Perfect Matching (MWPM) a graph-based algorithm that relies on edge weights to identify the most likely error chains. In this work, we propose a data-driven decoder named Neural Minimum Weight Perfect Matching (NMWPM). Our decoder utilizes a hybrid architecture that integrates Graph Neural Networks (GNNs) to extract local syndrome features and Transformers to capture long-range global dependencies, which are then used to predict dynamic edge weights for the MWPM decoder. To facilitate training through the non-differentiable MWPM algorithm, we formulate a novel proxy loss function that enables end-to-end optimization. Our findings demonstrate significant performance reduction in the Logical Error Rate (LER) over standard baselines, highlighting the advantage of hybrid decoders that combine the predictive capabilities of neural networks with the algorithmic structure of classical matching.","[""Yotam Peled"", ""David Zenati"", ""Eliya Nachmani""]",2026-01-01T07:25:51+00:00,2026-01-01T07:25:51+00:00,quant-ph,"[""quant-ph"", ""cs.AI"", ""cs.IT"", ""cs.LG""]",,,,http://arxiv.org/abs/2601.00242v1,https://arxiv.org/pdf/2601.00242v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00247,Efficient implementation of single particle Hamiltonians in exponentially reduced qubit space,"Current and near-term quantum hardware is constrained by limited qubit counts, circuit depth, and the high cost of repeated measurements. We address these challenges for solid state Hamiltonians by introducing a logarithmic-qubit encoding that maps a system with $N$ physical sites onto only $\lceil \log_2 N \rceil$ qubits while maintaining a clear correspondence with the underlying physical model. Within this reduced register, we construct a compatible variational circuit and a Gray-code-inspired measurement strategy whose number of global settings grows only logarithmically with system size. To quantify the overall hardware load, we introduce a volumetric efficiency metric that combines the number of qubit, circuit depth, and the number of measurement settings into a single measure, expressing the overall computation costs. Using this metric, we show that the total space-time-sampling volume required in a variational loop can be reduced dramatically from $N^2$ to $(logN)^3$ for hardware efficient ansatz, allowing an exponential reduction in time and size of the quantum hardware. These results demonstrate that large, structured solid-state Hamiltonians can be simulated on substantially smaller quantum registers with controlled sampling overhead and manageable circuit complexity, extending the reach of variational quantum algorithms on near-term devices.","[""Martin Plesch"", ""Martin Friák"", ""Ijaz Ahamed Mohammad""]",2026-01-01T07:43:31+00:00,2026-05-06T11:01:11+00:00,quant-ph,"[""quant-ph""]","21 pages, 6 figures",,,http://arxiv.org/abs/2601.00247v3,https://arxiv.org/pdf/2601.00247v3,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00259,First appearance of quasiprobability negativity in quantum many-body dynamics,"Quasiprobability distributions capture aspects of quantum dynamics that have no classical counterpart, yet the dynamical emergence of their negativity in many-body systems remains largely unexplored. We introduce the \emph{first-time negativity} (FTN) of the Margenau-Hill quasiprobability as a dynamical indicator of when local measurement sequences in an interacting quantum system begin to exhibit genuinely nonclassical behavior. Using the Ising chain, we show that FTN discriminates clearly between interaction-dominated and field-dominated regimes, is systematically reshaped by temperature, and responds sensitively to the breaking of integrability. When measurements are performed on different sites, FTN reveals a characteristic spatio-temporal structure that reflects the finite-time spreading of operator incompatibility across the lattice. We further compare the numerical onset of negativity with a recently proposed quantum speed limit (QSL) for quasiprobabilities, which provides a geometric benchmark for the observed dynamics. Our results identify FTN as a practical and experimentally accessible probe of real-time quantum coherence and contextuality, directly suited to current platforms capable of sequential weak and strong measurements.","[""Rohit Kumar Shukla"", ""Amikam Levy""]",2026-01-01T08:25:27+00:00,2026-01-01T08:25:27+00:00,quant-ph,"[""quant-ph""]","16 pages, 7 figures",,,http://arxiv.org/abs/2601.00259v1,https://arxiv.org/pdf/2601.00259v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00266,Nature is stingy: Universality of Scrooge ensembles in quantum many-body systems,"Recent advances in quantum simulators allow direct experimental access to ensembles of pure states generated by measuring part of an isolated quantum many-body system. These projected ensembles encode fine-grained information beyond thermal expectation values and provide a new window into quantum thermalization. In chaotic dynamics, projected ensembles exhibit universal statistics governed by maximum-entropy principles, known as deep thermalization. At infinite temperature this universality is characterized by Haar-random ensembles. More generally, physical constraints such as finite temperature or conservation laws lead to Scrooge ensembles, which are maximally entropic distributions of pure states consistent with these constraints. Here we introduce Scrooge $k$-designs, which approximate Scrooge ensembles, and use this framework to sharpen the conditions under which Scrooge-like behavior emerges. We first show that global Scrooge designs arise from long-time chaotic unitary dynamics alone, without measurements. Second, we show that measuring a complementary subsystem of a scrambled global state drawn from a global Scrooge $2k$-design induces a local Scrooge $k$-design. Third, we show that a local Scrooge $k$-design arises from an arbitrary entangled state when the complementary system is measured in a scrambled basis induced by a unitary drawn from a Haar $2k$-design. These results show that the resources required to generate approximate Scrooge ensembles scale only with the desired degree of approximation, enabling efficient implementations. Complementing our analytical results, numerical simulations identify coherence, entanglement, non-stabilizerness, and information scrambling as essential ingredients for the emergence of Scrooge-like behavior. Together, our findings advance theoretical explanations for maximally entropic, information-stingy randomness in quantum many-body systems.","[""Wai-Keong Mok"", ""Tobias Haug"", ""Wen Wei Ho"", ""John Preskill""]",2026-01-01T09:01:38+00:00,2026-01-23T02:00:23+00:00,quant-ph,"[""quant-ph"", ""cond-mat.stat-mech"", ""math-ph""]","17 pages, 5 figures + Appendices",,,http://arxiv.org/abs/2601.00266v2,https://arxiv.org/pdf/2601.00266v2,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00294,Bridging Commutant and Polynomial Methods for Hilbert Space Fragmentation,"A quantum model exhibits Hilbert space fragmentation (HSF) if its Hilbert space decomposes into exponentially many dynamically disconnected subspaces, known as Krylov subspaces. A model may however have different HSFs depending on the method for identifying them. Here we establish a connection between two vastly distinct methods recently proposed for identifying HSF: the commutant algebra (CA) method and integer characteristic polynomial factorization (ICPF) method. For a Hamiltonian consisting of operators admitting rational number matrix representations, we prove a theorem that, if its center of commutant algebra have all eigenvalues being rational, the HSF from the ICPF method must be equal to or finer than that from the CA method. We show that this condition is satisfied by most known models exhibiting HSF, for which we demonstrate the validity of our theorem. We further discuss representative models for which ICPF and CA methods yield different HSFs. Our results may facilitate the exploration of a unified definition of HSF.","[""Bo-Ting Chen"", ""Yu-Ping Wang"", ""Biao Lian""]",2026-01-01T10:24:26+00:00,2026-01-01T10:24:26+00:00,cond-mat.stat-mech,"[""cond-mat.stat-mech"", ""cond-mat.str-el"", ""quant-ph""]",17 pages,,,http://arxiv.org/abs/2601.00294v1,https://arxiv.org/pdf/2601.00294v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00318,Quantum King-Ring Domination in Chess: A QAOA Approach,"The Quantum Approximate Optimization Algorithm (QAOA) is extensively benchmarked on synthetic random instances such as MaxCut, TSP, and SAT problems, but these lack semantic structure and human interpretability, offering limited insight into performance on real-world problems with meaningful constraints. We introduce Quantum King-Ring Domination (QKRD), a NISQ-scale benchmark derived from chess tactical positions that provides 5,000 structured instances with one-hot constraints, spatial locality, and 10--40 qubit scale. The benchmark pairs human-interpretable coverage metrics with intrinsic validation against classical heuristics, enabling algorithmic conclusions without external oracles. Using QKRD, we systematically evaluate QAOA design choices and find that constraint-preserving mixers (XY, domain-wall) converge approximately 13 steps faster than standard mixers (p<10^{-7}, d\approx0.5) while eliminating penalty tuning, warm-start strategies reduce convergence by 45 steps (p<10^{-127}, d=3.35) with energy improvements exceeding d=8, and Conditional Value-at-Risk (CVaR) optimization yields an informative negative result with worse energy (p<10^{-40}, d=1.21) and no coverage benefit. Intrinsic validation shows QAOA outperforms greedy heuristics by 12.6\% and random selection by 80.1\%. Our results demonstrate that structured benchmarks reveal advantages of problem-informed QAOA techniques obscured in random instances. We release all code, data, and experimental artifacts for reproducible NISQ algorithm research.","[""Gerhard Stenzel"", ""Michael Kölle"", ""Tobias Rohe"", ""Julian Hager"", ""Leo Sünkel"", ""Maximilian Zorn"", ""Claudia Linnhoff-Popien""]",2026-01-01T11:59:40+00:00,2026-01-01T11:59:40+00:00,cs.LG,"[""cs.LG"", ""quant-ph""]",,,,http://arxiv.org/abs/2601.00318v1,https://arxiv.org/pdf/2601.00318v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00337,When Does Quantum Differential Privacy Compose?,"Composition is a cornerstone of classical differential privacy, enabling strong end-to-end guarantees for complex algorithms through composition theorems (e.g., basic and advanced). In the quantum setting, however, privacy is defined operationally against arbitrary measurements, and classical composition arguments based on scalar privacy-loss random variables no longer apply. As a result, it has remained unclear when meaningful composition guarantees can be obtained for quantum differential privacy (QDP). In this work, we clarify both the limitations and possibilities of composition in the quantum setting. We first show that classical-style composition fails in full generality for POVM-based approximate QDP: even quantum channels that are individually perfectly private can completely lose privacy when combined through correlated joint implementations. We then identify a setting in which clean composition guarantees can be restored. For tensor-product channels acting on product neighboring inputs, we introduce a quantum moments accountant based on an operator-valued notion of privacy loss and a matrix moment-generating function. Although the resulting Rényi-type divergence does not satisfy a data-processing inequality, we prove that controlling its moments suffices to bound measured Rényi divergence, yielding operational privacy guarantees against arbitrary measurements. This leads to advanced-composition-style bounds with the same leading-order behavior as in the classical theory. Our results demonstrate that meaningful composition theorems for quantum differential privacy require carefully articulated structural assumptions on channels, inputs, and adversarial measurements, and provide a principled framework for understanding which classical ideas do and do not extend to the quantum setting.","[""Daniel Alabi"", ""Theshani Nuradha""]",2026-01-01T13:24:09+00:00,2026-01-01T13:24:09+00:00,quant-ph,"[""quant-ph"", ""cs.CR"", ""cs.IT""]","36 pages, 1 figure",,,http://arxiv.org/abs/2601.00337v1,https://arxiv.org/pdf/2601.00337v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00921,Geometric and Quantum Kernel Methods for Predicting Skeletal Muscle Outcomes in chronic obstructive pulmonary disease,"Quantum methods are increasingly proposed for healthcare, but translational biomarker studies demand transparent benchmarking and robust small-dataset evaluation. We analysed a preclinical COPD cohort of 213 animals with blood and bronchoalveolar-lavage biomarkers to predict tibialis anterior muscle weight, specific force, and muscle quality. We benchmarked tuned classical models against two structured nonlinear low-data strategies: geometry-aware symmetric positive definite (SPD) descriptors, in which training-only clustering maps each subject to Stein-divergence distances from representative prototypes and optional unlabeled synthetic SPD interpolation stabilises prototype discovery; and quantum-kernel regression, including a clustered Nystrom-style feature map that compresses each subject into similarities to a small set of training-derived centres. By replacing full pairwise structure with compact prototype- and centre-based summaries, these steps regularise learning and preserve interpretability in a small-sample setting. Across five outer folds, quantum-kernel ridge regression using four interpretable inputs achieved the best muscle-weight performance (RMSE 4.41 mg; R2 0.62), outperforming a matched compact classical baseline (4.68 mg; R2 0.56). Biomarker-only SPD features also improved over ridge regression (4.55 versus 4.79 mg), and screening evaluation reached ROC-AUC 0.91 for low muscle weight.","[""Azadeh Alavi"", ""Hamidreza Khalili"", ""Stanley H. Chan"", ""Fatemeh Kouchmeshki"", ""Muhammad Usman"", ""Ross Vlahos""]",2026-01-01T13:25:45+00:00,2026-04-19T13:44:58+00:00,cs.LG,"[""cs.LG"", ""cs.AI"", ""quant-ph""]","19 pages, 5 figures",,,http://arxiv.org/abs/2601.00921v2,https://arxiv.org/pdf/2601.00921v2,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00383,Probabilistic Entanglement Distillation: Error Exponents via Postselected Quantum Hypothesis Testing Against Separable States,"Entanglement distillation and entanglement cost are fundamental tasks in quantum entanglement theory. This work studies both in the probabilistic setting and focuses on the asymptotic error exponent of probabilistic entanglement distillation when the operational model is $δ$-approximately nonentangling or $δ$-approximately dually nonentangling quantum instruments. While recent progress has clarified limitations of probabilistic transformations in general resource theories, an analytic formula for the error exponent of probabilistic entanglement distillation under approximately (dually) nonentangling operations has remained unavailable. Building on the framework of postselected quantum hypothesis testing, we establish a direct connection between probabilistic distillation and postselected hypothesis testing against the set of separable states. In particular, we derive an analytical characterization of the distillation error exponent under $δ$-approximately nonentangling quantum instruments. Besides, we relate the exponent to postselected hypothesis testing with measurements restricted to be separable. We further investigate probabilistic entanglement dilution and establish a relation between probabilistic entanglement costs under approximately nonentangling and approximately dually nonentangling instruments, together with a bound on the probabilistic entanglement cost under nonentangling instruments.","[""Xian Shi""]",2026-01-01T16:20:06+00:00,2026-01-11T09:10:27+00:00,quant-ph,"[""quant-ph""]",minor mistakes are corrected,,,http://arxiv.org/abs/2601.00383v2,https://arxiv.org/pdf/2601.00383v2,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00402,$Δ_T$ Noise from Electron-Hole Asymmetry in Normal and Superconducting Quantum Point Contacts,"This work examines $Δ_T$ noise in two-terminal hybrid nanostructures featuring a quantum point contact (QPC), realized either between two normal metals (NQN) or between a normal metal and a superconductor (NQS). The inclusion of a QPC breaks electron-hole (e-h) symmetry, leading to a finite thermovoltage. In contrast, earlier studies on hybrid junctions incorporating insulating barriers, as e-h symmetry is preserved, have vanishing thermovoltage, and consequently, $Δ_T$ noise is calculated at zero thermovoltage. In our setup, the broken e-h symmetry allows for a finite thermovoltage, at which we compute the corresponding $Δ_T$ noise. Unlike earlier studies restricted by e-h symmetry and vanishing thermovoltage, our work establishes a self-consistent framework in mesoscopic hybrid junctions, revealing how Andreev reflection fundamentally reshapes $Δ_T$ noise once e-h symmetry is broken. This broad access to charge fluctuation signatures provides a more comprehensive understanding of non-equilibrium transport in linear response. To our knowledge, this work provides the first self-consistent analysis of $Δ_T$ noise in superconducting hybrid junctions where e-h symmetry is broken, explicitly revealing how Andreev reflection modifies $Δ_T$ noise beyond the symmetry-protected zero-thermovoltage regime.","[""Sachiraj Mishra"", ""Colin Benjamin""]",2026-01-01T17:30:39+00:00,2026-01-01T17:30:39+00:00,cond-mat.mes-hall,"[""cond-mat.mes-hall"", ""math-ph"", ""physics.app-ph"", ""quant-ph""]","15 pages, 9 figures, 1 table",,,http://arxiv.org/abs/2601.00402v1,https://arxiv.org/pdf/2601.00402v1,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
2601.00405,The Maximal Entanglement Limit in Statistical and High Energy Physics,"These lectures advocate the idea that quantum entanglement provides a unifying foundation for both statistical physics and high-energy interactions. I argue that, at sufficiently long times or high energies, most quantum systems approach a Maximal Entanglement Limit (MEL) in which phases of quantum states become unobservable, reduced density matrices acquire a thermal form, and probabilistic descriptions emerge without invoking ergodicity or classical randomness. Within this framework, the emergence of probabilistic parton model, thermalization in the break-up of confining strings and in high-energy collisions, and the universal small $x$ behavior of structure functions arise as direct consequences of entanglement and geometry of high-dimensional Hilbert space.","[""Dmitri E. Kharzeev""]",2026-01-01T17:37:29+00:00,2026-04-18T19:54:45+00:00,quant-ph,"[""quant-ph"", ""hep-ph"", ""hep-th"", ""nucl-ex"", ""nucl-th""]","final published version; 70 pages, 11 figures; Lectures at the 65th Jubilee Cracow School of Theoretical Physics, Zakopane, Tatra mountains, Poland, June 14-21, 2025","Acta Physica Polonica B, v.57 (2026) 4-A1",,http://arxiv.org/abs/2601.00405v2,https://arxiv.org/pdf/2601.00405v2,cat:quant-ph AND submittedDate:[202601010000 TO 202612312359],2026
